date,hours,detections
2023-08-09,115.97868367208672,2617.0
2023-08-10,91.80635159214091,2036.0
2023-08-11,111.13174461382114,2341.0
2023-08-12,162.3018698509485,3932.0
2023-08-13,185.99248570460702,4534.0
2023-08-14,113.05717113821139,2332.0
2023-08-15,127.3232575203252,2702.0
2023-08-16,89.5630102303523,1869.0
2023-08-17,94.12462415311654,2211.0
2023-08-18,117.9010503387534,2677.0
2023-08-19,132.23082947154472,3338.0
2023-08-20,170.23452787940377,4227.0
2023-08-21,92.91214739159891,2239.0
2023-08-22,94.26348973577235,2343.0
2023-08-23,85.4953252710027,1891.0
2023-08-24,82.4974716802168,2022.0
2023-08-25,98.64159796747967,2487.0
2023-08-26,123.61419583333334,2804.0
2023-08-27,119.49306128048781,2953.0
2023-08-28,45.9589116192412,1042.0
2023-08-29,72.90851961382113,1392.0
2023-08-30,67.87535640243902,1506.0
2023-08-31,38.88731473577236,724.0
2023-09-01,82.87783760162603,1957.0
2023-09-02,106.00823401084011,2760.0
2023-09-03,129.05695867208672,3247.0
2023-09-04,63.20473472222222,1263.0
2023-09-05,49.35959244579946,1043.0
2023-09-06,63.51323855013551,1107.0
2023-09-07,80.90969319105692,1925.0
2023-09-08,141.023343597561,3373.0
2023-09-09,159.05031385501354,3731.0
2023-09-10,132.92049075203252,3024.0
2023-09-11,111.8299757791328,2878.0
2023-09-12,91.41667168021681,1909.0
2023-09-13,87.19970321815718,2048.0
2023-09-14,80.98275589430894,1672.0
2023-09-15,94.78825474254742,2141.0
2023-09-16,68.72735196476965,1318.0
2023-09-17,82.33047991192412,1635.0
2023-09-18,82.91497943766937,1949.0
2023-09-19,40.668164126016265,832.0
2023-09-20,38.38651500677507,626.0
2023-09-21,64.33656026422764,1390.0
2023-09-22,80.3475927506775,1619.0
2023-09-23,78.27567567750677,1801.0
2023-09-24,120.27255592818429,2951.0
2023-09-25,61.87466761517615,1357.0
2023-09-26,59.19122476287262,1233.0
2023-09-27,72.18477784552846,1725.0
2023-09-28,91.21195196476965,2150.0
2023-09-29,73.37173641598916,1559.0
2023-09-30,67.77535081300813,1255.0
2023-10-01,69.99777174796748,1238.0
2023-10-02,71.77037276422764,1788.0
2023-10-03,63.017402472899725,1455.0
2023-10-04,47.907121476964775,1020.0
2023-10-05,50.00008946476965,1182.0
2023-10-06,47.97489373306233,1035.0
2023-10-07,14.625856842818427,190.0
2023-10-08,27.6882212398374,375.0
2023-10-09,35.074751321138216,910.0
2023-10-10,28.0847956300813,630.0
2023-10-11,9.543113109756096,148.0
2023-10-12,17.275210162601624,278.0
2023-10-13,44.37359197154471,940.0
2023-10-14,36.789045630081304,798.0
2023-10-15,30.31354098915989,577.0
2023-10-16,25.014384959349595,483.0
2023-10-17,35.82713702574526,831.0
2023-10-18,20.082187432249324,360.0
2023-10-19,20.729038719512197,302.0
2023-10-20,24.28312015582656,441.0
2023-10-21,39.22134871273713,716.0
2023-10-22,31.355433672086722,564.0
2023-10-23,22.940875,473.0
2023-10-24,22.82548180894309,379.0
2023-10-25,16.108284451219514,297.0
2023-10-26,14.414838245257451,240.0
2023-10-27,14.969317987804878,270.0
2023-10-28,27.996582215447155,503.0
2023-10-29,34.87508035230353,730.0
2023-10-30,14.269100575880758,306.0
2023-10-31,7.608170460704607,79.0
2023-11-01,9.444912296747969,104.0
2023-11-02,13.207011856368563,220.0
2023-11-03,9.543861754742549,158.0
2023-11-04,9.141417987804877,105.0
2023-11-05,38.33634024390244,861.0
2023-11-06,14.882380928184284,264.0
2023-11-07,19.191316869918698,337.0
2023-11-08,13.202046307588075,272.0
2023-11-09,13.887785467479674,241.0
2023-11-10,7.05955382791328,117.0
2023-11-11,17.714800948509485,354.0
2023-11-12,10.536677913279133,156.0
2023-11-13,8.678357994579947,177.0
2023-11-14,9.791702405149053,199.0
2023-11-15,9.344787974254743,193.0
2023-11-16,8.084964193766938,150.0
2023-11-17,8.40051006097561,158.0
2023-11-18,10.305981368563685,259.0
2023-11-19,16.035557181571814,339.0
2023-11-20,7.404603489159892,168.0
2023-11-21,5.976703760162602,116.0
2023-11-22,3.1826729674796748,61.0
2023-11-23,7.4119417682926825,137.0
2023-11-24,6.0867962737127375,110.0
2023-11-25,6.64466656504065,157.0
2023-11-26,9.374213177506775,169.0
2023-11-27,3.144537466124661,52.0
2023-11-28,2.5404210704607046,36.0
2023-11-29,6.37048506097561,143.0
2023-11-30,4.106559247967479,76.0
2023-12-01,4.76749403794038,92.0
2023-12-02,9.740705352303523,209.0
2023-12-03,12.536116937669378,192.0
2023-12-04,3.032057994579946,58.0
2023-12-05,3.815655216802168,64.0
2023-12-06,6.682250880758808,200.0
2023-12-07,2.320379234417344,59.0
2023-12-08,4.269686754742548,71.0
2023-12-09,5.855780860433604,80.0
2023-12-10,6.862913516260162,108.0
2023-12-11,2.329720596205962,36.0
2023-12-12,2.935118936314363,39.0
2023-12-13,2.2307902100271004,44.0
2023-12-14,3.0293362804878052,66.0
2023-12-15,4.210839227642277,101.0
2023-12-16,4.908272188346883,130.0
2023-12-17,7.77024102303523,171.0
2023-12-18,5.682797120596206,106.0
2023-12-19,2.4500480691056907,58.0
2023-12-20,5.553497696476964,132.0
2023-12-21,4.18922418699187,105.0
2023-12-22,3.7957818428184282,77.0
2023-12-23,9.473810399728997,188.0
2023-12-24,10.38776002710027,306.0
2023-12-25,12.79495216802168,334.0
2023-12-26,12.138973475609756,329.0
2023-12-27,7.13510081300813,190.0
2023-12-28,8.56637852303523,202.0
2023-12-29,5.127183231707317,115.0
2023-12-30,6.01377716802168,115.0
2023-12-31,7.931058570460705,185.0
2024-01-01,6.0207548441734415,90.0
2024-01-02,1.8187153794037942,32.0
2024-01-03,4.5193417682926835,41.0
2024-01-04,1.9926333672086722,34.0
2024-01-05,2.1432323170731706,35.0
2024-01-06,6.807850914634146,112.0
2024-01-07,6.063859010840109,105.0
2024-01-08,5.616873035230353,107.0
2024-01-09,6.828775169376694,186.0
2024-01-10,8.719626490514905,273.0
2024-01-11,4.490287127371274,115.0
2024-01-12,6.085538109756097,99.0
2024-01-13,6.232606775067751,112.0
2024-01-14,12.99015653794038,347.0
2024-01-15,5.4084311653116535,110.0
2024-01-16,4.03613804200542,62.0
2024-01-17,5.277937195121951,102.0
2024-01-18,3.72487554200542,71.0
2024-01-19,5.738928252032521,123.0
2024-01-20,15.04679129403794,331.0
2024-01-21,9.754165921409214,222.0
2024-01-22,2.728544918699187,63.0
2024-01-23,7.172786212737127,125.0
2024-01-24,17.11521741192412,438.0
2024-01-25,13.864035467479674,349.0
2024-01-26,16.796276863143632,469.0
2024-01-27,35.92080220189702,1101.0
2024-01-28,54.65594132791328,1710.0
2024-01-29,19.5178331300813,429.0
2024-01-30,28.03762869241192,942.0
2024-01-31,19.98326578590786,613.0
2024-02-01,15.994004979674795,400.0
2024-02-02,25.241296917344176,791.0
2024-02-03,41.03497371273713,1492.0
2024-02-04,30.657148915989158,927.0
2024-02-05,20.793594444444444,675.0
2024-02-06,16.10101382113821,552.0
2024-02-07,9.524247865853658,283.0
2024-02-08,11.16139752710027,302.0
2024-02-09,9.031413177506774,285.0
2024-02-10,17.129848340108403,602.0
2024-02-11,16.344093326558266,520.0
2024-02-12,12.311927608401085,325.0
2024-02-13,8.926876151761517,204.0
2024-02-14,11.248255826558266,366.0
2024-02-15,16.96019481707317,663.0
2024-02-16,16.089938719512194,527.0
2024-02-17,21.832695765582656,529.0
2024-02-18,56.28944305555555,2274.0
2024-02-19,29.794523814363146,1244.0
2024-02-20,34.13229630758808,1339.0
2024-02-21,26.52346002710027,987.0
2024-02-22,27.443479539295392,978.0
2024-02-23,16.254916700542005,500.0
2024-02-24,56.35244884823848,2218.0
2024-02-25,50.867861754742556,1912.0
2024-02-26,42.86157367886178,1551.0
2024-02-27,51.73912960704607,2032.0
2024-02-28,38.371773509485095,1583.0
2024-02-29,43.732599254742546,1772.0
2024-03-01,33.97244552845529,1275.0
2024-03-02,57.21996172086721,2448.0
2024-03-03,105.57324776422766,4751.0
2024-03-04,65.59937608401084,2741.0
2024-03-05,82.91447455962059,3520.0
2024-03-06,73.68091866531165,3110.0
2024-03-07,53.522734451219506,2319.0
2024-03-08,52.69408817750678,2107.0
2024-03-09,89.12458031842819,3750.0
2024-03-10,127.62471087398373,5717.0
2024-03-11,83.80820213414634,3539.0
2024-03-12,94.0987662601626,3730.0
2024-03-13,70.05751605691057,3031.0
2024-03-14,30.83181961382114,1053.0
2024-03-15,89.51634972899728,3289.0
2024-03-16,74.70743787262873,2887.0
2024-03-17,52.56968394308943,1950.0
2024-03-18,84.70527205284554,3324.0
2024-03-19,80.2773278794038,3411.0
2024-03-20,82.02442662601626,3338.0
2024-03-21,77.64001913956639,3160.0
2024-03-22,63.75814095528455,2583.0
2024-03-23,147.6658597899729,6427.0
2024-03-24,152.112474796748,7238.0
2024-03-25,94.41665325203252,4423.0
2024-03-26,128.64953736449866,6421.0
2024-03-27,117.55744678184281,6433.0
2024-03-28,251.74490125338752,14068.0
2024-03-29,288.0459881097561,17303.0
2024-03-30,406.72219078590786,24588.0
2024-03-31,411.420154098916,24878.0
2024-04-01,616.4048247289974,39548.0
2024-04-02,97.89474999999999,4843.0
2024-04-03,53.74191758130081,2268.0
2024-04-04,168.21506385501357,9001.0
2024-04-05,61.05276002710027,2743.0
2024-04-06,273.3359274390244,15130.0
2024-04-07,246.71165860433604,13277.0
2024-04-08,594.5216067411924,33382.0
2024-04-09,1045.976763279133,62698.0
2024-04-10,598.6642400067751,34418.0
2024-04-11,466.43008993902436,24407.0
2024-04-12,1045.5039008807587,59723.0
2024-04-13,1270.4434383468838,73321.0
2024-04-14,1176.7477180555557,67802.0
2024-04-15,733.9543264905149,39830.0
2024-04-16,656.6445887533876,35232.0
2024-04-17,368.32924126016263,17651.0
2024-04-18,465.4823746273713,22890.0
2024-04-19,247.7990992886179,11245.0
2024-04-20,262.8219053184282,11783.0
2024-04-21,395.87144315718155,19400.0
2024-04-22,188.87191548102982,8770.0
2024-04-23,189.80205816395664,8819.0
2024-04-24,424.3974795392954,22515.0
2024-04-25,400.9677503387534,20733.0
2024-04-26,668.6981072154472,35738.0
2024-04-27,1215.1185905826558,70029.0
2024-04-28,1378.5683532859077,83740.0
2024-04-29,991.5951337059621,59343.0
2024-04-30,1103.475940718157,65362.0
2024-05-01,1671.956416395664,106712.0
2024-05-02,1160.559325,72024.0
2024-05-03,1246.649467818428,78153.0
2024-05-04,1606.7165721883468,99073.0
2024-05-05,1526.3040763211384,95024.0
2024-05-06,630.3032633130082,34240.0
2024-05-07,577.2966111111111,28384.0
2024-05-08,745.1299164972901,37952.0
2024-05-09,1356.6812029810299,78544.0
2024-05-10,695.8729519308943,35592.0
2024-05-11,1298.814016903794,73938.0
2024-05-12,1651.8446631436314,109668.0
2024-05-13,1612.14525450542,110337.0
2024-05-14,1590.9255059959348,110549.0
2024-05-15,375.497039397019,26908.0
2024-05-16,235.4039906504065,15589.0
2024-05-17,1764.2545828252032,118850.0
2024-05-18,1782.1516290650407,117207.0
2024-05-19,1654.0596464769649,109669.0
2024-05-20,904.6295346883469,52001.0
2024-05-21,1106.7434425135502,66736.0
2024-05-22,1263.7196617547427,80633.0
2024-05-23,1227.8733319444445,74520.0
2024-05-24,1251.3115980691057,80955.0
2024-05-25,397.9624331300813,27772.0
2024-05-26,387.6616638888889,26694.0
2024-05-27,369.3451988143632,24685.0
2024-05-28,390.23403421409216,26092.0
2024-05-29,394.0788601287262,26321.0
2024-05-30,1221.7432981707316,75510.0
2024-05-31,1354.182761111111,81368.0
2024-06-01,1479.834486382114,91767.0
2024-06-02,1466.5654972899729,90724.0
2024-06-03,1126.1519800135502,65757.0
2024-06-04,981.9772155826558,52462.0
2024-06-05,995.3046828590786,52534.0
2024-06-06,814.2884654132791,43314.0
2024-06-07,830.0309442411924,43879.0
2024-06-08,967.8704358739836,54538.0
2024-06-09,592.8755933604336,28406.0
2024-06-10,448.3195620596206,21031.0
2024-06-11,635.0902635162602,30686.0
2024-06-12,794.7196843834688,41572.0
2024-06-13,710.8513430555555,35509.0
2024-06-14,806.4746366531166,41062.0
2024-06-15,1001.8647758807589,50945.0
2024-06-16,921.1368364837398,45308.0
2024-06-17,736.2053281842819,36061.0
2024-06-18,695.3418983401084,32957.0
2024-06-19,625.4525823848238,27044.0
2024-06-20,539.1372056233063,21629.0
2024-06-21,792.6654771680217,34154.0
2024-06-22,1349.563379708672,67848.0
2024-06-23,1192.1148811314363,59185.0
2024-06-24,687.9602438685637,32824.0
2024-06-25,711.2809357723577,31299.0
2024-06-26,758.2845164634147,34785.0
2024-06-27,837.9736899728997,39506.0
2024-06-28,691.574244308943,30841.0
2024-06-29,565.386968902439,20587.0
2024-06-30,726.2210953929539,30808.0
2024-07-01,431.32538895663953,16537.0
2024-07-02,560.8506006436314,21930.0
2024-07-03,601.555687398374,25212.0
2024-07-04,492.70069051490515,17905.0
2024-07-05,422.3403306233062,15929.0
2024-07-06,452.98135989159897,14751.0
2024-07-07,285.28782723577234,8277.0
2024-07-08,503.1113332655827,15249.0
2024-07-09,524.6912784891599,17906.0
2024-07-10,627.2835986111112,22179.0
2024-07-11,352.13024037940374,10471.0
2024-07-12,551.1954429200542,18835.0
2024-07-13,670.4948481368564,24046.0
2024-07-14,484.8517168699187,15458.0
2024-07-15,472.5644162262873,13950.0
2024-07-16,528.9755447154472,16584.0
2024-07-17,391.7597398373984,10938.0
2024-07-18,347.4638150406504,9668.0
2024-07-19,324.4814733401084,8632.0
2024-07-20,425.5235850609756,11963.0
2024-07-21,487.49568431571817,13626.0
2024-07-22,455.6729649390244,12026.0
2024-07-23,414.13764288617887,10702.0
2024-07-24,395.14582869241195,9989.0
2024-07-25,441.1178247628726,11774.0
2024-07-26,431.86722557588075,10692.0
2024-07-27,413.19780752032517,9971.0
2024-07-28,440.6362520325203,10566.0
2024-07-29,255.3613871612466,4836.0
2024-07-30,238.8904061314363,4720.0
2024-07-31,217.4507973915989,4515.0
2024-08-01,202.79870291327913,3925.0
2024-08-02,249.3482587398374,5120.0
2024-08-03,304.14944600271,6699.0
2024-08-04,349.11369258130077,8244.0
2024-08-05,291.728198001355,6414.0
2024-08-06,286.95757154471545,6107.0
2024-08-07,302.21281199186996,6448.0
2024-08-08,306.66292500000003,6443.0
2024-08-09,263.75290352303523,4958.0
2024-08-10,156.38381893631436,2540.0
2024-08-11,243.61473133468834,4926.0
2024-08-12,204.74170755420056,3801.0
2024-08-13,299.35535074525745,5951.0
2024-08-14,296.7085976626016,6092.0
2024-08-15,257.28921575203253,5174.0
2024-08-16,200.07323634823848,3393.0
2024-08-17,358.9620272357724,7429.0
2024-08-18,350.8165610433605,7323.0
2024-08-19,161.84428519647693,2546.0
2024-08-20,247.7832636178862,4765.0
2024-08-21,180.11247273035232,2931.0
2024-08-22,176.76160992547426,3184.0
2024-08-23,187.17512608401086,3496.0
2024-08-24,176.73394278455285,2212.0
2024-08-25,177.08868099593496,2486.0
2024-08-26,141.06951189024392,2177.0
2024-08-27,146.65568407859078,2445.0
2024-08-28,183.61066849593493,3507.0
2024-08-29,260.8457057926829,5508.0
2024-08-30,202.80769417344175,3960.0
2024-08-31,200.00723387533873,4357.0
2024-09-01,195.86368258807587,3917.0
2024-09-02,155.08508123306234,2999.0
2024-09-03,231.64456964769647,5404.0
2024-09-04,266.0702761517615,5925.0
2024-09-05,291.82220613143636,6999.0
2024-09-06,311.78532791327916,7187.0
2024-09-07,364.132335094851,8472.0
2024-09-08,393.8673925813008,9322.0
2024-09-09,204.36968116531165,3833.0
2024-09-10,107.0263445799458,1487.0
2024-09-11,167.79843594173443,3230.0
2024-09-12,219.78197388211382,4816.0
2024-09-13,150.57756663279133,3282.0
2024-09-14,206.2963115514905,5115.0
2024-09-15,218.25179823848237,5050.0
2024-09-16,185.77616321138214,4429.0
2024-09-17,194.73921659891596,4636.0
2024-09-18,180.9784713414634,3849.0
2024-09-19,233.53022479674797,5160.0
2024-09-20,249.83552076558266,5773.0
2024-09-21,203.92753482384825,4327.0
2024-09-22,223.71429430894307,5414.0
2024-09-23,130.33173570460704,2823.0
2024-09-24,171.09561077235773,3858.0
2024-09-25,92.513808299458,1777.0
2024-09-26,113.93620020325203,2126.0
2024-09-27,63.83970714769647,1199.0
2024-09-28,187.86535789295394,5048.0
2024-09-29,181.41452947154474,4366.0
2024-09-30,126.11259068428184,2753.0
2024-10-01,119.80349559620596,2696.0
2024-10-02,93.35697652439025,2208.0
2024-10-03,122.34078035230353,2868.0
2024-10-04,131.89698966802166,3006.0
2024-10-05,200.67341937669374,4997.0
2024-10-06,135.5605213075881,3093.0
2024-10-07,113.3033013888889,2833.0
2024-10-08,80.52276246612466,1909.0
2024-10-09,36.183175846883465,651.0
2024-10-10,60.35297994579946,1425.0
2024-10-11,87.23965606368564,1759.0
2024-10-12,185.7036510840108,4887.0
2024-10-13,195.26101602303524,5290.0
2024-10-14,109.33289217479675,2646.0
2024-10-15,99.05159864498646,2111.0
2024-10-16,89.4770366192412,1772.0
2024-10-17,88.30347063008129,1795.0
2024-10-18,92.01954989837398,1978.0
2024-10-19,163.078358096206,4017.0
2024-10-20,136.23128973577235,3049.0
2024-10-21,41.53397974254743,758.0
2024-10-22,86.27707015582656,1894.0
2024-10-23,59.746539634146345,1081.0
2024-10-24,96.27604498644986,2160.0
2024-10-25,88.72206541327913,1978.0
2024-10-26,137.35912181571817,3519.0
2024-10-27,101.74782784552845,2346.0
2024-10-28,74.34820928184281,1495.0
2024-10-29,54.805552100271,1208.0
2024-10-30,31.943418834688345,523.0
2024-10-31,49.44836829268293,976.0
2024-11-01,26.129436585365855,484.0
2024-11-02,36.46758865176152,750.0
2024-11-03,43.76223817750678,1064.0
2024-11-04,36.712550406504064,835.0
2024-11-05,34.31571883468835,670.0
2024-11-06,39.88029471544716,790.0
2024-11-07,43.343442716802166,1028.0
2024-11-08,56.40527909891599,1134.0
2024-11-09,65.88376351626016,1569.0
2024-11-10,70.66890674119242,1455.0
2024-11-11,33.94853150406504,687.0
2024-11-12,35.38925365853659,741.0
2024-11-13,28.740406470189704,536.0
2024-11-14,35.581152743902436,724.0
2024-11-15,40.48800569105691,844.0
2024-11-16,32.37714779810298,618.0
2024-11-17,42.67177256097561,765.0
2024-11-18,26.49410321815718,498.0
2024-11-19,25.236213753387535,558.0
2024-11-20,9.02552093495935,178.0
2024-11-21,10.402928319783197,194.0
2024-11-22,17.442823238482386,337.0
2024-11-23,26.69298099593496,666.0
2024-11-24,33.67487909891599,791.0
2024-11-25,5.689066734417344,75.0
2024-11-26,22.6992587398374,470.0
2024-11-27,24.181522289972904,440.0
2024-11-28,26.788829979674798,550.0
2024-11-29,21.32755890921409,447.0
2024-11-30,29.37382171409214,700.0
2024-12-01,33.79362747289973,703.0
2024-12-02,14.16458804200542,200.0
2024-12-03,16.820421138211383,301.0
2024-12-04,17.675602913279135,392.0
2024-12-05,9.127870663956639,185.0
2024-12-06,18.571319952574527,387.0
2024-12-07,21.05400274390244,503.0
2024-12-08,37.70498133468835,947.0
2024-12-09,17.911434654471545,444.0
2024-12-10,20.416154708672085,468.0
2024-12-11,15.749526422764227,380.0
2024-12-12,10.658454742547427,199.0
2024-12-13,12.680447052845528,333.0
2024-12-14,9.183878082655827,154.0
2024-12-15,12.23774952574526,231.0
2024-12-16,8.994302947154472,165.0
2024-12-17,9.668332452574525,261.0
2024-12-18,10.88491443089431,286.0
2024-12-19,8.001186009485094,162.0
2024-12-20,13.104983604336041,335.0
2024-12-21,16.510986212737127,415.0
2024-12-22,11.453541395663956,213.0
2024-12-23,26.66675464092141,692.0
2024-12-24,30.789336720867205,857.0
2024-12-25,32.64109346205962,705.0
2024-12-26,35.717066226287265,859.0
2024-12-27,39.977585230352304,1058.0
2024-12-28,41.13571138211382,1051.0
2024-12-29,31.15621226287263,626.0
2024-12-30,24.332922933604333,578.0
